,,,
total aveQI BPT for TetuQI,235655.2159,,
address,tetuQI amount,% allocation,aveQI amount
0x79e51953F023dF68FC46170d1EE47FD5a49D3B6e,405338,21.55%,50790.19867
0xBCDd0E38F759F8C07D8416dF15D0B3e0F9146d08,335640,22.75%,53611.58226
0x36cc7B13029B5DEe4034745FB4F24034f3F2ffc6,247053.8733,21.68%,51083.20539
0x4bE13bf2B983C31414b358C634bbb61230c332A7,141926.5189,15.90%,37468.06269
0x8cA3ed3B33C85f28635339541319086BB7626EE5,128510.1703,17.12%,40340.07895
0xd43fc9340adbff1C0c28db7A5fB554F736d256fa,122123.0241,19.63%,46252.79151
0x4b441cd7C5085d0C255eff3dB7eC3417cCA1a1a0,78004.89261,15.60%,36758.16011
0xa02883E738854a17A7CD37F0871E9C2c0eD8CF7f ,65478,15.51%,36557.46137
0x28c6E0A61925c5f36A095C8772e60d369E5AacA1,57438.55599,16.11%,37957.25802
0x140a1773d1A44393A4dc5397285B2E0ca86dfF5B,53452.63268,17.87%,42105.15713
0xc59a1a2ed72Eb7B31b8eaEdAB1f6f8D8c8881365,46564.03365,18.95%,44658.13023
0xbcF4EdC70977B8711D52bc3FE85ebEF46365B4fb,35023.66267,17.59%,41444.01468
0xfB74196ecCf35a260dd5CFd300bAa37AE058B6C0,33223.50954,20.24%,47703.31353
0x5b5CFC5D48A33b1Ae2c733A765411C8804C246a3,14360.18304,10.97%,25851.95233
0x87fC1313880d579039aC48dB8B25428ed5F33C4a,14168.01416,12.16%,28648.84846
0x1997c9ECBaFB08716702c7f53995E3aacD2F7c37,13791.44285,13.47%,31746.89417
0xE60dABFf3E7Fa76Ed649F6f78C51D6A77729C0B2,11489.28555,12.97%,30565.15976
0x15B3392708755a9F7AAC3b33b401d7efA3D52f38,9628,12.49%,29430.8077
0x8565faab405b06936014C8b6bD5Ab60376Cc051B,7831,11.61%,27353.96672
0x9B8665A7CD04ED40c3e49586e7FA0791bD39Bb90,7576.827078,12.71%,29941.6444
0xb9F3fE1d4ffE230C4c40C37EE49A681dcb021626,6925.520142,13.30%,31351.24426
0xBd0E5Ef14ef7Ae520460361b2b4c7c73389B733c,5995.457672,13.28%,31305.81205
0xf5810033c5cE6d076258F35Ab1f609f5cb145293,5157.942025,13.18%,31058.66399
0xDaDb46c0AeBc910Ef660940fED2087492823C017,4593.111453,13.52%,31856.05879
0x53A385d47D3a011539Ec377f53aCB410F53ff97d,3540.183341,12.05%,28391.31366
0xcB33E69158eb12Dc36d1cF04c0CCc85f1e3728F4,3241.795836,12.54%,29559.61545
0x4Bf1fBC233Cd6109c35a4cd9D34540173Af3234c,3121,13.81%,32539.82585
0xF60De76791c2F09995df52Aa1c6e2E7DcF1E75d7,2950,15.14%,35684.34234
0xce88686553686DA562CE7Cea497CE749DA109f9F,2570.533046,15.55%,36642.845
0x954Cb370D4b53fa2948E90A202Cc213d5B803Cad,2181.388605,15.62%,36821.03715
0xb4AC00d1eEC45b8F86853371f4D6DDF76a490510,2018.127941,17.13%,40373.61983
0x3ec783B1C10d39F1653C20C821E0ed810eAf6A2e,1316.601995,13.49%,31784.78247
0xCAE1B304a284c700D93c861Ceebce054d837dbf3,1293.664474,15.32%,36100.16585
0xC7bc36B81Ea08a4ad11C807c798207Aca5129B60,1194.604592,16.71%,39366.43245
0xe0f1F6d9b57DB098a1c786a835A55A1Ff64d39EE,1094.051747,18.37%,43283.39484
0xB92246136f049607423B4C986302D407Aef91A17,1090.640779,22.43%,52856.79001
0x7C336BE27C74c809D684974cd7C40AF99F97b874,1042.036888,27.63%,65103.8619
0x7b2483D0f917a4F7A04d1E13743C99ad9d249462,905.5394394,33.17%,78172.30418
0xe2Bfa9Ed1C6142212D667a4E98F33510924ED0BC,717.0547971,39.31%,92627.83419
0x7A6E41Ea4EdCeD41207660e6c0F16345CDd6150a,555.9551624,50.21%,118327.8026
0x04F5953bC4b386B172c7Ae0127B6B856EdB6b348,551.2549009,100.00%,235655.2159
