address,timestamp,amount,type
0xf4c5f7a94e70072b01eaf38bd049c25a0c6fb32b,77380112,1065744965306600000000,EOA
0x5078c825e2f8a4408a6525d9dedf64618f149710,41293760,1061125801232670000000,EOA
0x5b7897a5ed54642e388b9bc470912d27f18d98ce,84944110,1054380758004110000000,EOA
0x222a227a5dc77c643e836556e573cb266998a870,62333396,1039397513501390000000,EOA
0xb0cbcc777509b0ff315392144b0e739fb443531b,83028354,1037686228974430000000,EOA
0xed51d70c30acbab4ca261057c4dd94f8942127de,87325398,1036016969584840000000,EOA
0xd1ccab6b1f4606d80106b52a4415985ab78cbb93,78000661,1035326261197460000000,EOA
0x9c19b827a3a30376dfb7607225cfeac20aed5fc9,49758428,1034099771613070000000,EOA
0x23cb399ff19d6d01f80faf0c03a0ea2288dd7b0f,84767716,1032219065941200000000,EOA
0x98a529e3488c2d44566881feab335b17b1c3b430,78048997,1028332939447390000000,EOA
0x4166205758e79d3b2a169f4c9a301e1813d89668,85107447,1021079055284390000000,EOA
0xb203df26af3666f4214661f7f903c46edf9403b0,38972967,1016394445110940000000,EOA
0xba98f27aff0d89abca4a024af8bac9b00aa67832,82103702,1015032140211980000000,EOA
0x72df07babcea92759602515d2065efb49475c97d,108485683,1013860950759460000000,EOA
0x05bdf051fd2bdd05d366ee1ae4c02733c6823cc6,78813217,1012886475941690000000,EOA
0xea4007a31d9a81c52c5a5106dfca203000e4e885,96651475,1010509227538530000000,EOA
0x403d37c861fb54b8f37a3a1870abce335954840b,87598070,1009821789472000000000,EOA
0x5bff1a68663ff91b0650327d83d4230cd00023ad,89351034,1004140027611750000000,EOA
0x1ae4f1a178abfc6b7c90da19917676b82c698e4b,85525741,1004045553246670000000,EOA
0x8a3a746b66cdb1a80a72f615bab322438c9750a0,41058585,1001541698999170000000,EOA
0xcf92641e8463f2906f664757b8b272ec24e418cb,44793198,988631850667389000000,EOA
0x4ace9dcb1cd7d64acbac8384a5c5ae40a1697380,97698729,987790732709049000000,EOA
0xc219cafde6855f60da76d9cacc3873fda65516e6,84705494,977259888792838000000,EOA
0x64709afad07004beb53d76ff26c5549a84f3a583,78067047,974572591837681000000,EOA
0x7a8eb068b008137ad2c4f3a852c55ebce132f85d,81798149,963771910008730000000,EOA
0x763c823e2bdd66538c85736b1784031fa4d993f6,84693544,958306376645259000000,EOA
0x14fdbab1c203b08fae40dee74ce0736e57a18a3a,81116334,948332001842362000000,EOA
0xf3a8f29ac7e30be74ab2bce0f2d537b1a86dc76d,89892167,942844252901191000000,EOA
0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,88793421,923598711581299000000,EOA
0xeb0cbe40c8cdfa1838a21a031edfb401eaefc651,86253785,921445163997038000000,EOA
0x18829e507e072af3697ed1a33a6d8d53a86f11a9,96731993,915368267922717000000,EOA
0x258a4963c983138ead92d71aeb2a8dbfc56708ca,36061483,911520484633131000000,EOA
0xece1477d3c350a42486d2dc802f6243e99409a41,106889950,895729177667011000000,EOA
0x4f16ca6da7f5be5afb574082108d8631cd586423,78989537,895409105294606000000,EOA
0x6ff8a0b19bc1275fd7e2075d4de197eb518750fc,35941095,888328412361742000000,EOA
0xf504b2bcb9125e3d5243460999668d79f38f9647,78632946,879612811219065000000,EOA
0x6ce699e7b3968fd238a99f2dccf104cba99f9b9f,86243493,863168832681158000000,EOA
0x2943ff6c095aa1811c8b15a0ae8fbed70b2ac589,89398023,860279199772742000000,EOA
0x303f2d38ab911296deca9dc19968a854d9cbcadc,101312771,850676107846283000000,EOA
0x63b4b9081e9eff9498421998913702c350f0a09c,89397712,848906365129859000000,EOA
0x4b887546c27b2df2e152fd2d2dd93030706d2363,42153074,844356966856885000000,EOA
0x5e926acf797e72d08e66e1f6b2cfc49200453c6d,82435102,842086800951207000000,EOA
0x938898ccaf594980adfcf7235772b23b5a1e9826,83264092,834370190717476000000,EOA
0xf652f5fe6a9bbd134ee069be313bdb7b37b33db7,82754380,817966582059641000000,EOA
0xdf84b6941601d20e8b0a8fd787541709144e4c8e,83191765,811681568079205000000,EOA
0xbf88345bb071db502391aa18fcd37ad91210d678,24766970,793547352973169000000,EOA
0xd956e7142baa2533c7e54a1a2c9cd22e38273c24,86054557,790549743454765000000,EOA
0xf61d6742eea5e1f29cb4b96cf7108f32424d562c,39784247,789017641175460000000,EOA
0x2334ca11802c8fd6b0c11c041b1c19ffc90e7c93,20897795,784137931558016000000,EOA
