address,seconds until unlock,amount,share of total,type
0x72d4d59f31d0cb4a4213a5dc81fc0108241ecc71,89175823,96330.66289,0.001464921476,EOA
0x4afb5daf1f6016ede27ebb838c45a759e0a4e4c4,84796687,93089.27934,0.001415629047,EOA
0xf826bc629d859af67736671274bfbf0967e36729,106042288,90195.53202,0.001371623198,EOA
0x8252d3c70f532bcb6a27001f3abb460ed7ebb066,79869708,90000,0.0013686497,EOA
0x7c9edc93ec8b80b7dd1e548a476c6dcf676549be,81712448,88812.72282,0.001350594516,EOA
0xc92980d19e7399911f595053894408ad24380324,84213621,81128.56508,0.001233739847,EOA
0xaa4279b9364c541ffe47e53f1a8c8bdb7a78ec11,66430548,80564.12453,0.001225156276,EOA
0x88dcF2D87b1dc0f36435D57E9e589c19cA89b1ae,80724191,78420.811,0.001192562438,EOA
0x53d72e45e4ba76838d36c49b88f046c6070c39e5,93562222,77506.12169,0.001178652558,EOA
0x99655ca16c742b46a4a05afaf0f7798c336fd279,86110183,72517.16855,0.001102784456,EOA
0x4656e28ed7c4aacd1e7fb98d3c8041d6de04c08f,83547797,69597.86491,0.001058389966,EOA
0xef114d9316274acff9c9ea00871af274b8994234,98317201,65901.54666,0.001002179245,EOA
0x780038507f662cc76646ceb7796c643efc393e98,83227832,62000,0.0009428475712,EOA
0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,91373754,60711.62328,0.0009232549444,EOA
0x7181c3302c07533639bbd81c4c490450c2668c3b,85380368,57630.93591,0.0008764062573,EOA
0x9c0d72f2ac26420cb7eeb155bf401b672840e87b,84411043,55996.81838,0.0008515558743,EOA
0x4e7bf3694962fc482a16d60fd78f99db9c4c52b0,93256030,54442.04391,0.0008279120786,EOA
0x1b3f7964929dae299f194d46b7386b0df8f10db3,91901526,53963.53122,0.0008206352314,EOA
0xe84adc0964ee34ce0319df3418636ed6a4117b97,92569253,52364.72275,0.0007963218011,EOA
0xc06057acf5c722e961184d3eb751d93bada7d72c,48527864,52109.371,0.0007924386111,EOA
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,87855288,51521.81137,0.0007835034632,EOA
0x4bed23c363f51c4ff842eb0c1cded2010e4491a5,78211290,50000,0.0007603609445,EOA
0xf0b2908c638bc18f018933928d079f930a3c976d,32523108,48130.67566,0.0007319337201,EOA
0x3b3540c429e6cec4f63d161ad2788a7d4a9a7b2b,83298292,44116.53352,0.000670889782,EOA
0x231e6b09a4249c9dde585d1d664bb95adc3fc6ae,85667367,43608.80993,0.0006631687182,EOA
0x030f249879c79331b7a154c48e27eedcd972bde9,85435997,43000,0.0006539104123,EOA
0x628476231e3a1b1277d7e07c84a6e997ba23a3a7,101986027,42342.50475,0.0006439117382,EOA
0xe2faa5db450b621d27518c8f7d4b95fdf8690116,82401986,40932.26187,0.000622465866,EOA
0x03a1a0ee0e2a14bd069c8691a4adeabfa6a4d709,84200828,40365.55083,0.0006138477672,EOA
0x5976340ae917c94f1b27a1c2e7b8c100067815e5,48110363,40098.91925,0.0006097930423,EOA
0xd2ce2670a6428c9ba41c2878a498a2a8c0c1748c,52501856,40000.24854,0.0006082925352,EOA
0x843988f65c0004b1e7de4f1fd1d255b0fe4a883e,85349643,38641.37705,0.000587627879,EOA
0x226e9da4b9c4dcbda571b5a01646c55ae0b5a52a,49658529,38508.26816,0.0005856036631,EOA
0x2fa01ba633c555f5b9452227153e5619c92316dd,92011877,38063.33229,0.0005788374259,EOA
0x686d78620aa846b1bdb29dedaf94e2ab47208a04,47068084,37905.59356,0.0005764386584,EOA
0x0dc3b66a3a6b9415c8041e4b77b7dfd041a9c30c,87290509,37509.97642,0.0005704224221,EOA
0xe51a5ee79c1fc3907c3657b2243a427c40f70ad7,52346165,36974.22181,0.0005622750844,EOA
0xb11e239910eaafa78fa925e566c20bc611fd4995,51436973,36800.83479,0.00055963835,EOA
0x7b70efc4bca9cc0733c1b615cf480e33f19119f2,88547514,35328.1055,0.0005372422334,EOA
0x4d176e962af582217eeef44d3c5a2aa950e4d3b3,82949799,35000.96781,0.0005322673788,EOA
0x954cb370d4b53fa2948e90a202cc213d5b803cad,78532650,34956.15524,0.0005315859044,EOA
0x61fdff48d154c6079e43cbf14027057b367cb3b2,102101213,34288.99315,0.0005214402243,EOA
0x2526a6efeef588bdfb0d572d8c373dd71ef4e4f4,50516459,33643.44305,0.0005116232027,EOA
0x78ad91e6f47e7697d4b8addd73fba6a7f23a7f5b,46460922,33365.20959,0.0005073920456,EOA
0xfc0b58ab1af097c7c6ca45abb24a08108c438550,78247662,32806.70624,0.0004988987629,EOA
0xfae772e7498b0cdfc4ea929da72333dcc0dd2517,97110889,32720.99151,0.0004975952802,EOA
0xb96cacfc32aadb1c50fe4006cad32dda5f1016b9,80589308,32596.25267,0.0004956983493,EOA
0xc0893fa01108f50fa2a04e2ccee815376ec56233,94075612,31002.72241,0.0004714651859,EOA
0xe157fa0435b04e3e7fb5bb1878e55fb569f30fc8,80003998,30089.225,0.0004575734308,EOA
0xac1b80e06f970879bfb8f2b92b59442593f332b6,83619225,29718.3395,0.0004519332938,EOA
0xa3a62293bdec8d723cd512274ddf6792bbf0dbac,54674541,29298.0735,0.0004455422167,EOA
0x4b45de182c358d0a8f0819a2cf74487a8ea4b72c,87518098,28943.71587,0.0004401534227,EOA
0x73f13990070d5dd94c8e4ea9562f2d617d0487d7,80825852,28725.74026,0.0004368386199,EOA
0x0e54edd4cf6568de41fc67eaa71aeb52885999c7,81898361,28634.94656,0.0004354579002,EOA
0x389ec0bd4179dc95ede96716bc63cd4bb7c49377,86387871,28424.02698,0.0004322504,EOA
0xb063608c9eb40c21beabe18b214714e0a8f28ced,47523331,27984.34384,0.0004255640422,EOA
0x00e839bc0c9a130afe30974914c4b0100756cff4,83771455,27907.13117,0.0004243898524,EOA
0x3280e3da7aebc769cf788de7ef8a192365532f9b,52555497,27696.98368,0.0004211940934,EOA
0x0b128f624078f9e7a1dcd58a275b445f57f20df8,83485603,27471.09475,0.0004177589511,EOA
0x1714c8b220bf40e1bedcf3f7713132b6d42e7bd1,29387905,27284.33307,0.0004149188253,EOA
0x98ede5a956f7dd2d540a7872e5b7b9471bda20a3,82359215,27192.65389,0.0004135246399,EOA
0x3d1df542e606c2981b6acae463afaed9d9ef1129,85050676,27171.51621,0.0004132031947,EOA
0x943799a3d65c2f6e88c849a4a10a14eb39b007bf,82283482,27012.98857,0.00041079243,EOA
0xb8b5678fb2ed1df5f8e04dd418d255796b97e6c1,108198068,26945.54865,0.0004097668565,EOA
0x1b72bac3772050fdcaf468cce7e20deb3cb02d89,87272747,26807.13513,0.0004076619718,EOA
0x259380175dbd94dfafe6640526348ffd305de8bf,86446896,26589.39909,0.0004043508122,EOA
0x8bcf10d5bd8a0ff835221dd2a9c794b435c52813,84585273,26175.73299,0.0003980601012,EOA
0xb1028c2d61337589e515d6bdb949ed97935518b2,96362511,25956.14556,0.000394720787,EOA
0x60fba3b1d069e1317d2b4b718739e280fbad9896,108476989,25000,0.0003801804723,EOA
0x3d7849a51a2da3b3b455ca6a6d604c902f82e7c2,33338155,24699.69396,0.0003756136526,EOA
0x073aba73177668ba1c6661a4ccddbf77dfc8809a,85191939,24062.23607,0.0003659196909,EOA
0x0621e9d8f6ac96098cdf413289c5e11b9130309a,23683689,23804.28146,0.0003619969188,EOA
0x3fa05ef7652ad855facbec056a5889a64e366e2d,49980379,23700,0.0003604110877,EOA
0x3a1bbd14c1c0e2ebf7cd906961d122dadd5448a7,81872081,23083.39003,0.0003510341649,EOA
0x926253f534ff911348c5271b7c380884cab648ad,84868562,23024.14985,0.0003501332865,EOA
0x78e87757861185ec5e8c0ef6bf0c69fa7832df6c,108087937,22604.12826,0.0003437459263,EOA
0x0933f554312c7bcb86df896c46a44ac2381383d1,85909721,22221.48222,0.0003379269443,EOA
0x369606edde71fb6ec43353330796544852bad340,91719368,22000,0.0003345588156,EOA
0xbc2a0913b30283c2c680cfc332c8d85399228e23,85948226,21841.84668,0.0003321537434,EOA
0x5a577dd5a90be0feba8b596e2509289df8cbaff7,82921410,21438.43496,0.0003260189731,EOA
0x8615ecb2b27bfde5e48536e25340379e60c04cda,96309341,21203.86626,0.0003224518355,EOA
0x3b775b6fb97e1229b82709eefd25b0d33831a738,62105915,21004.44731,0.0003194192279,EOA
0x9c57027b1eca93093a6f446422c59c85a5a3fa52,108193636,20963.44453,0.0003187956897,EOA
0x2f707265e61300e8290c18e38ebcbd129fb0b0f5,90045538,20832.59716,0.0003168058651,EOA
0xbcc181046fd96ccadf0cebe30d4ff67d4373a126,90869856,20507.70109,0.0003118650995,EOA
0x37fabdb1d081f0a69ffd2a9525d71cf220041dd4,81674887,20296.73497,0.0003086568914,EOA
0x97b342386b4291d22f5bf573715bdc23d38b173f,87535492,20103.96631,0.0003057254162,EOA
0x96f249bcf74b349db4b41fc192d25fe84b4520c1,44929811,20020.33202,0.0003044535713,EOA
0x0056d1fd2ca3c0f3a7b6ed6cdd1f1f104b4bf9a9,85023435,20000,0.0003041443778,EOA
0x40f75477bc81a921f830835dda7efec0e7489c62,48150263,20000,0.0003041443778,EOA
0xec23615309aa1f56d5d01647e9c5d562ff375ba0,83568006,19853.09258,0.0003019103246,EOA
0x203b355b1edeb6242011a620bf50c19a6af4f42b,78883708,19828.01368,0.0003015289442,EOA
0x8565faab405b06936014c8b6bd5ab60376cc051b,84701083,19580,0.0002977573459,EOA
0x3b202b464616791d2eb1417f9dc40497b6fdd6e9,84548142,18878,0.0002870818782,EOA
0x7a03b2e8ace63164896717c1b22647aa450954a7,78274422,18549.67506,0.0002820889691,EOA
0x03e9a17304a1c1fe229965616b7dddcd96579a29,48664874,18431.36004,0.0002802897265,EOA
0x32f8c8b40b62a73d514e8be0f58074edba533937,81565534,18141.24443,0.000275877875,EOA
0xda764491b90207dc2743f8efc5b28543dc5d857a,29486801,18000,0.00027372994,EOA
0x1993253bf4f1dfdcd0258a324bff554e6a44a385,99870604,17945.93741,0.0002729077984,EOA
0x605f302bcd8f53024713282fced7270d95a6fe4c,59241723,17645.97048,0.0002683461356,EOA
0x27c7e71aef0dc5cbcf7af511f3abac8ee6845685,87514420,17265.33562,0.000262557738,EOA
0xfda906bd24eb4d7fd31030f692b797cc681306c9,87535469,16908.85263,0.0002571366231,EOA
0xad32bc446cc906bfd5f74914f5bd9cbd1443bcd6,84127864,16661.11917,0.0002533692862,EOA
0x74c7eeed32c2def8f932053eb2137fb59a28fb17,45855872,16585.76242,0.0002522233195,EOA
0x86341e73d9deb4696b1ae50dbce8f2d62fa06023,35474545,16533.25614,0.0002514248451,EOA
0x93a79ae91740c54b1221bdb2b44be1cb5eb8ff52,100393360,16464.61793,0.0002503810488,EOA
0x0d58c2e7b04aba6b64dd21057af573bc3255e12f,86254203,16437.1073,0.0002499626886,EOA
0x862606a6012fa68019ee26ce4a3b35bc2684beb4,91031580,16408.93269,0.0002495342312,EOA
0x7795c0475faf6c360c4a5748173c72c4f27424f3,78020606,16362.02192,0.0002488208488,EOA
0xdec79cee4397202739ed948ef98846774feb53f9,93167930,16230.75217,0.000246824601,EOA
0x601cc773c1cb38673be5cbc75ecb3a1b2a79afec,86230805,15900.93296,0.0002418089681,EOA
0x5f82c97e9b1755237692a946ae814998bc0e2124,41774002,15777.18827,0.0002399271554,EOA
0x9753dc0c13b3685833756a3cb0006d5ef3e78458,89778289,15695.06069,0.0002386782234,EOA
0x2ea2ce595bd68a0cd1fd34b06df98970952fe4d2,105975773,15552.27009,0.0002365067755,EOA
0x58a7ccd4bc5d561b89606909456f23bbfc9aaade,46878726,15545.06795,0.0002363972509,EOA
0xba4bd1c672f0046ecd6a10273ec77d0bb0c10073,103855886,15495.30337,0.0002356404702,EOA
0x54cc6c3e1d66155397cd428e65aff3f20fc2cabe,85807931,15492.82945,0.0002356028487,EOA
0x0f504b06bf14f9584baf9dcbb3caca645b136ba5,50358216,15252.42587,0.0002319469788,EOA
0x5475f42318884ed62be92b08058845c31c1979f4,51089046,15000,0.0002281082834,EOA
0x1892b15cece1471494af00e7552693f3facc8ec8,81110045,14700.6538,0.0002235560602,EOA
0x959d7987d9d03583e801905a95624084a7f16645,50511841,14554.82526,0.0002213384137,EOA
0x65f26954f3014f4356876cb1806a56258f6965e8,84910578,14536.01946,0.0002210524297,EOA
0x792110d7bab2273b0c084d4e5a6fddb9f8cd6673,94554194,14199.89851,0.0002159409649,EOA
0x30cefa3a6b3d8295b141c279dc84012d2a7bc689,84667658,14081.49051,0.0002141403084,EOA
0xaf65c100ffeba4bc89f0d801d7662c5a6238b481,79553351,14067.2096,0.0002139231355,EOA
0xcdab32d68706f3648e7edd013ad2f38e76f71040,84496411,13936.20069,0.0002119308544,EOA
0x52997d5abc01e9bfdd29cccb183ffc60f6d6bf8c,80172401,13921.87689,0.0002117130293,EOA
0x559524b8d5af5292e4ca30b30ea3dc8261e1dea4,95627576,13815.7223,0.0002100987131,EOA
0x787b4b7ffef8eddad54f311039acf4c36fec9593,37400260,13722.1415,0.0002086756094,EOA
0x6ab880afd1e0c7786cc5d05f4fd9b17761768da8,93611220,13379.67579,0.0002034676584,EOA
0x6792c4e8a9efb4ab04e73e9b1c9bf16b7ccc74c9,84822231,13366.55551,0.0002032681354,EOA
0x117b9431a2f540c276604f3c3dd52a8fbf586860,47928045,13215.47015,0.0002009705474,EOA
0xeefd6537adbda7b1a9da3f6607dda26b048489c2,98483201,13208.94988,0.0002008713922,EOA
0xe546b43e7ff912fef7ed75d69c1d1319595f6080,40798379,13166.65961,0.0002002282747,EOA
0x5e5ffef1103717f17a9a155d0c7646ec5e16551e,84646344,13024.13134,0.0001980608162,EOA
0x6e52a3f199b9e2da6f9bce4a395cb015a0c737d9,87888449,13000,0.0001976938456,EOA
0x1c494f1919c1512ebe74a5dcc17dac9a64069023,86149956,12931.39036,0.0001966504837,EOA
0xb8aa5d63491c087d40fee4311a89b1dcd74b0fdb,98563076,12921.13853,0.0001964945819,EOA
0xc766d73be01caa06834032bf5c8f8f0f41a7bf36,85189519,12894.22902,0.0001960853632,EOA
0xb020936042fbf3472b6bdb34628bcca3cf78da4c,78097436,12838.10529,0.0001952318772,EOA
0x480a1309f9bcc435be85998f54db2d440b1a892f,107336122,12774.00147,0.0001942570365,EOA
0xb13e63a5bfa4e4532f808987e374b132dc6a0e18,91633349,12719.09849,0.0001934221148,EOA
0x94c07beaec7e4d36de056a2630d17271e0acacd6,24773196,12684.7657,0.0001929000085,EOA
0xc399cb4679a5f59a6a4f00473437d0273dd5d7b4,94375930,12506.08994,0.0001901828472,EOA
0xb2467f2db0c62c9cdb7482a0a71a3f4f6f9c32a5,83238414,12500.00522,0.0001900903155,EOA
0xd762205476ea5649c689a8a703488572c8b3007d,77020318,12500,0.0001900902361,EOA
0x75b94b59e59f31f1c1744396c189a4f22cc569e2,48512308,12500,0.0001900902361,EOA
0xefdcea99cdb77ec4f0a474dda114a6f84a0f3823,48465494,12427.52002,0.0001889880172,EOA
0x5d2d82af3e07b5dd17b19541c4a21e51366d1a34,87757375,12357.7073,0.0001879263599,EOA
0x9824697f7c12cabada9b57842060931c48dea969,89240517,12250,0.0001862884314,EOA
0x3cda08793efc7d056260886d43866d878c2630fa,84853526,12245.40461,0.0001862185482,EOA
0xa3d06aa70d505e0435de808b386d297cf347bf31,82483501,12178.60912,0.0001852027746,EOA
0x44ad5fa4d36dc37b7b83bad6ac6f373c47c3c837,86212645,11978.20483,0.0001821551827,EOA
0x7c1bbfada0e2353eeb6820c64731797f63a8e571,79045516,11932.6799,0.0001814628752,EOA
0x7736d00b07876bb87c4da13179a1535bbca163c9,78452372,11799.19788,0.0001794329849,EOA
0x140a1773d1a44393a4dc5397285b2e0ca86dff5b,87948932,11673.66194,0.0001775239323,EOA
0xe8a83b1f3ea6d27ed3837f36cbab83f43144755a,45391324,11466.43534,0.0001743725921,EOA
0x1aaf5e41c2c73617bc120097547a3410caf6718a,84323400,11408.57119,0.0001734926394,EOA
0x05a26d30ba09911bac14f38773ca44999104bd5b,96076016,11402.78429,0.0001734046367,EOA
0x5ed4a05aa8f4c057a679c340637af7790320f052,34852319,11400,0.0001733622954,EOA
0xec7012d6e1037024561359c20dc818f92de56412,77314422,11365.29648,0.0001728345514,EOA
0xd5dd2d695e921bf0a8da750199397c3c33b129e6,83674495,11341.55721,0.0001724735431,EOA
0xbba2379f5cc9a2f248c5cf18ad72379ae2478f42,96371583,11309.72225,0.0001719894218,EOA
0x881DD85238ca7a71d12e6499405c9A51A25355C6,88272644,11221.07009,0.000170641269,EOA
0x1e360bc4d5631766474d1af48e4e470c17891315,92281936,11182.9021,0.0001700608401,EOA
0x34dccfae06202d1167797870679fc1fb9ef7a523,55428873,11026.13971,0.0001676769201,EOA
0x6994ba66fd6789044c4ad43786cc16840d099c8a,85830609,10921.80063,0.0001660902128,EOA
0x432fcd67815d5cc72808a7815a02373fdee7d740,105177016,10686.30175,0.0001625089298,EOA
0x174e070920007350fa0193e0321f9bbd3984949e,100172784,10620.03461,0.000161501191,EOA
0x510d0e4def20c6bfd84f080bc424bac5c66941f4,35736053,10606.97941,0.0001613026577,EOA
0x773743e9e4d124d7b79c98799da8c1e14f032080,89107183,10596.02483,0.0001611360689,EOA
0x9c52dc78bd84007bf63987806f0aeeece0ef14a6,84859221,10315.98301,0.0001568774117,EOA
0xc00a6614b8030ce216302016e11c6b4140b5e499,89854876,10280.69104,0.0001563407191,EOA
0xe33de5c1d7a2f91149f179bd35be4ac503d2f09f,80920968,10183.58348,0.000154863983,EOA
0xe298378925d7ca64d45d5d0a88c2d6d85ceafd57,80317108,10149.57606,0.0001543468248,EOA
0x4693c4fc40c93193b4d9bae0a9d0b66356e71066,85570332,10048.0316,0.000152802616,EOA
0xc5df8672232f1c2b75310e4f2b80863721705a12,106179528,10039.8124,0.0001526776248,EOA
0xa1958a37c21372482deff4618baebbec23c9a449,83707706,10026.45586,0.0001524745089,EOA
0x6980e09b44f5b59cc1c423afde8ba10200ae4535,21303975,10010,0.0001522242611,EOA
0x94cca8143fa05c42804e14e290e75bf0fb26c7b8,102016134,10008.2338,0.0001521974021,EOA
0x5fb06990683e6a57ce9608702454ee55d30fb0d3,78576626,10000.47445,0.000152079404,EOA
0xcac99e3f8c56d5508b79e0d773f08c41a15152b6,78622301,10000.25,0.0001520759907,EOA
0x625e3b36d2a8bb362254fd6a6206b0b618ccdfb9,80642400,10000,0.0001520721889,EOA
0x62959c75b0ad2f02db9a458fadd2843cbb1a9e6e,82749057,10000,0.0001520721889,EOA
0x6aed19abab347eb07a2c8b264fc5c4c1b002210b,84844213,10000,0.0001520721889,EOA
0x7ce549b40a68a64df72981e3146e5352aeb379c3,24702221,10000,0.0001520721889,EOA
0x8d309de16a745c15ffa00a46da4eb3e044c54d63,33283251,10000,0.0001520721889,EOA
0xe070e13c4af740a93109715b0c7c2ba7c30c4ef2,78104461,10000,0.0001520721889,EOA
0xe5ae5aac9a19ec43abdd161e95640a1cc12ae348,97962509,10000,0.0001520721889,EOA
0xf2da8b05f3a9d20e3331326ee48d19a21842dfeb,98866717,9896.649764,0.0001505005192,EOA
0xe6fa7a5d3538ca68b2272bcf9666faf31f274815,63995001,9789.588299,0.0001488724121,EOA
0xc2f9118d721c50cf9232c45d52f4007fddef2108,82833878,9643.641701,0.0001466529702,EOA
0xe3dff97e14f3a55228ed2f614114bf6b27a7677b,81714804,9525.260607,0.000144852723,EOA
0xd2276d87a3854ea6f4adc82c25e1f1ecb4e23f84,81305732,9310.989501,0.0001415942554,EOA
0x68deb97e36275fe189f4d9db80e53aa96b17a04c,47665049,9237.586963,0.000140478007,EOA
0x4bf1fbc233cd6109c35a4cd9d34540173af3234c,84060375,9171.906081,0.0001394791834,EOA
0x6c8e4d6f376336871821dbe369bfe444fdd1fc99,81148939,9091.240087,0.000138252478,EOA
0x4dec19003f9bb01a4c0d089605618b2d76dee30d,51102904,9081.887976,0.0001381102584,EOA
0xaf4f29c256437437354dc020b57ff73b223c18e6,54811509,9074.956503,0.00013800485,EOA
0x9b52010910bbce6b2fa9a23b61551d6e365fb5e8,104478487,9046.878768,0.0001375778657,EOA
0xba0c565110f65d181b9ff1d8a9f787b52857bb0c,90186012,9011.083671,0.0001370335218,EOA
0xc6153e14a2340977ddfc8e4892a62253138461ce,49527830,8875.08948,0.0001349654284,EOA
0xc928499a080594c8854d1a46dcae5e862acc5d08,77628412,8861.790731,0.0001347631914,EOA
0x2bab943d78b02326bdb3475a202e49775c8e28c8,99716921,8778.495356,0.0001334965004,EOA
0xf4c5f7a94e70072b01eaf38bd049c25a0c6fb32b,77380112,8512.835492,0.0001294565527,EOA
0x5078c825e2f8a4408a6525d9dedf64618f149710,41293760,8475.939063,0.0001288954606,EOA
0x5b7897a5ed54642e388b9bc470912d27f18d98ce,84944110,8422.06178,0.000128076137,EOA
0x222a227a5dc77c643e836556e573cb266998a870,62333396,8302.380337,0.0001262561151,EOA
0xb0cbcc777509b0ff315392144b0e739fb443531b,83028354,8288.711134,0.0001260482445,EOA
0xed51d70c30acbab4ca261057c4dd94f8942127de,87325398,8275.377615,0.0001258454788,EOA
0xd1ccab6b1f4606d80106b52a4415985ab78cbb93,78000661,8269.860454,0.0001257615781,EOA
0x9c19b827a3a30376dfb7607225cfeac20aed5fc9,49758428,8260.063641,0.0001256125958,EOA
0x23cb399ff19d6d01f80faf0c03a0ea2288dd7b0f,84767716,8245.041156,0.0001253841456,EOA
0x98a529e3488c2d44566881feab335b17b1c3b430,78048997,8214,0.000124912096,EOA
0x4166205758e79d3b2a169f4c9a301e1813d89668,85107447,8156.058255,0.0001240309632,EOA
0xb203df26af3666f4214661f7f903c46edf9403b0,38972967,8118.639063,0.0001234619213,EOA
0xba98f27aff0d89abca4a024af8bac9b00aa67832,82103702,8107.7574,0.0001232964415,EOA
0x72df07babcea92759602515d2065efb49475c97d,108485683,8098.402307,0.0001231541766,EOA
0x05bdf051fd2bdd05d366ee1ae4c02733c6823cc6,78813217,8090.618509,0.0001230358066,EOA
0xea4007a31d9a81c52c5a5106dfca203000e4e885,96651475,8071.629797,0.0001227470411,EOA
