address,seconds until unlock,amount,share of total,type
0x403d37c861fb54b8f37a3a1870abce335954840b,87598070,8066.138758,0.0001226635377,EOA
0x5bff1a68663ff91b0650327d83d4230cd00023ad,89351034,8020.754632,0.0001219733714,EOA
0x1ae4f1a178abfc6b7c90da19917676b82c698e4b,85525741,8020,0.0001219618955,EOA
0x8a3a746b66cdb1a80a72f615bab322438c9750a0,41058585,8000,0.0001216577511,EOA
0xcf92641e8463f2906f664757b8b272ec24e418cb,44793198,7896.880193,0.0001200895857,EOA
0x4ace9dcb1cd7d64acbac8384a5c5ae40a1697380,97698729,7890.161607,0.0001199874146,EOA
0xc219cafde6855f60da76d9cacc3873fda65516e6,84705494,7806.044539,0.000118708228,EOA
0x64709afad07004beb53d76ff26c5549a84f3a583,78067047,7784.579257,0.0001183818007,EOA
0x7a8eb068b008137ad2c4f3a852c55ebce132f85d,81798149,7698.306808,0.0001170698367,EOA
0x763c823e2bdd66538c85736b1784031fa4d993f6,84693544,7654.649847,0.0001164059358,EOA
0x14fdbab1c203b08fae40dee74ce0736e57a18a3a,81116334,7574.977679,0.0001151943437,EOA
0xf3a8f29ac7e30be74ab2bce0f2d537b1a86dc76d,89892167,7531.143267,0.0001145277442,EOA
0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,88793421,7377.415938,0.000112189979,EOA
0xeb0cbe40c8cdfa1838a21a031edfb401eaefc651,86253785,7360.214077,0.0001119283866,EOA
0x18829e507e072af3697ed1a33a6d8d53a86f11a9,96731993,7311.673743,0.0001111902231,EOA
0x258a4963c983138ead92d71aeb2a8dbfc56708ca,36061483,7280.938861,0.000110722831,EOA
0xece1477d3c350a42486d2dc802f6243e99409a41,106889950,7154.802869,0.0001088046533,EOA
0x4f16ca6da7f5be5afb574082108d8631cd586423,78989537,7152.246231,0.000108765774,EOA
0x6ff8a0b19bc1275fd7e2075d4de197eb518750fc,35941095,7095.687884,0.0001079056788,EOA
0xf504b2bcb9125e3d5243460999668d79f38f9647,78632946,7026.070404,0.0001068469906,EOA
0x6ce699e7b3968fd238a99f2dccf104cba99f9b9f,86243493,6894.721077,0.0001048495326,EOA
0x2943ff6c095aa1811c8b15a0ae8fbed70b2ac589,89398023,6871.639598,0.0001044985275,EOA
0x303f2d38ab911296deca9dc19968a854d9cbcadc,101312771,6794.933121,0.0001033320353,EOA
0x63b4b9081e9eff9498421998913702c350f0a09c,89397712,6780.796973,0.0001031170638,EOA
0x4b887546c27b2df2e152fd2d2dd93030706d2363,42153074,6744.457811,0.0001025644462,EOA
0x5e926acf797e72d08e66e1f6b2cfc49200453c6d,82435102,6726.32444,0.0001022886881,EOA
0x938898ccaf594980adfcf7235772b23b5a1e9826,83264092,6664.686585,0.0001013513477,EOA
0xf652f5fe6a9bbd134ee069be313bdb7b37b33db7,82754380,6533.65972,0.00009935879352,EOA
0xdf84b6941601d20e8b0a8fd787541709144e4c8e,83191765,6483.457005,0.00009859534985,EOA
0xbf88345bb071db502391aa18fcd37ad91210d678,24766970,6338.6066,0.00009639257803,EOA
0xd956e7142baa2533c7e54a1a2c9cd22e38273c24,86054557,6314.662639,0.00009602845697,EOA
0xf61d6742eea5e1f29cb4b96cf7108f32424d562c,39784247,6302.424688,0.00009584235177,EOA
0x2334ca11802c8fd6b0c11c041b1c19ffc90e7c93,20897795,6263.447102,0.0000952496111,EOA
0x4b50ca44afc1e27f129b3060467a0284d80b618b,90043372,6237.77102,0.00009485914929,EOA
0x1d2e5c0b1ad81544c147759aff4d064c9899571e,78268645,6211.23794,0.00009445565493,EOA
0xf0754756e71aac7ad2b6497e7006f5e44d68d592,89132812,6186.58891,0.00009408081174,EOA
0xbcb046ed6ff5f4ca01f2e03329399e10bfc8c58f,77146044,6122.57856,0.00009310739234,EOA
0xcf0de3dea22ff2b1ec918c13fdc31f3874fc72e9,83123640,6074.847051,0.00009238152883,EOA
0x72ddb9a137f969071853d11165539052a8936c78,51269444,6054.701727,0.00009207517448,EOA
0x7e295c18fca9de63cf965cfcd3223909e1dba6af,91476712,6038.266219,0.00009182523611,EOA
0x1dbf00bc3f40f551d79422a96367a6f58ae59412,105829500,6006.345704,0.00009133981386,EOA
0x16c4dea391b7059203f4acec8ced70411d52bd17,82702663,5974.776707,0.0000908597372,EOA
0x55c3d9b00eaeeca9c34b13817f0e94893b168625,85547116,5851.832637,0.00008899009983,EOA
0xdaf93a6a56aec45f7b23aebd531177cc531133ef,86308168,5776.577546,0.00008784567918,EOA
0x1ab3b23cee3fbbcc31c56f7e1a144961e7a7804a,84892316,5741.096991,0.00008730611862,EOA
0x39e1c6a9517eb4709b4db48f49c7d8321da1af5a,85112494,5703.13999,0.00008672889819,EOA
0x1819bc55d09e4a5abfc83d75e5991cc2c91b81ba,58060247,5619.363601,0.00008545489231,EOA
0xb888f9f40f6007c06681306bba976f5e25691e1b,102020024,5617.241736,0.00008542262464,EOA
0xaf37b91ebf3e91629462d5c6fb263acd025b12c1,82746515,5609.833161,0.00008530996082,EOA
0xd3bf954fefc9c2203c45a4d5aa782c208b914664,37025305,5592.263453,0.00008504277443,EOA
0x5cf5ec36d95568ce6db0c97c7811941338620664,49484754,5564.6835,0.00008462336005,EOA
0x8f2e458791069494eaf3789a1ed8e0b69dbe8dbb,79721769,5540.142617,0.00008425016147,EOA
0x6cb9dbf399775bb75c1b24e9928a5a14295f08d5,86641511,5537.669505,0.00008421255231,EOA
0xc50c77dd954f6366e034da86e8f3fe9958cc6418,93622493,5532.435337,0.00008413295518,EOA
0x53a385d47d3a011539ec377f53acb410f53ff97d,108520920,5457.224186,0.00008298920273,EOA
0xa1bbd8d39ed536dea030a32f3f6c5916c845a800,97089016,5424.198503,0.00008248697394,EOA
0x9174016cb020e73728bcf39d65fa153275a7a13b,102817675,5399.319455,0.00008210863281,EOA
0xa31322446260f58338435bd519f3a00a0d158091,65963640,5390.34461,0.00008197215038,EOA
0xb08e7985e84ffab8d0c85a56aca87819e4e35450,43004263,5349.42109,0.00008134981745,EOA
0x5547e568705ed69440b499a2e0eb769c956fce01,87558357,5322.376327,0.00008093854182,EOA
0x1f723a433984cd443e2d07dd2da157e24065bfc4,83519307,5311.777744,0.00008077736685,EOA
0x3f945c994ecad81bb15e5cb8d9fb5aa7ec2fca70,56429080,5300,0.00008059826012,EOA
0x36cad6beb417dfc9e7feafb7b777437526184108,33915369,5265.056989,0.0000800668741,EOA
0x9428b02560e91608bd9780a916d5eb89eb9a4b6d,82958008,5240.096819,0.00007968729933,EOA
0x2a7051d7cbbef7b6889f8e14774020b1653b94c1,77346271,5237.334533,0.00007964529265,EOA
0x550dd35691e684b2ad82af803b02cd481ba52c5a,82140834,5233.899334,0.00007959305282,EOA
0xbbd98aa93942ea47f99e071346f7c17f287ae441,47764849,5200.00133,0.00007907755845,EOA
0x9d9cf0a22584e3afc597c979f7b6b235510934f9,25095227,5193.839941,0.00007898386087,EOA
0xb40e7daa5ff7c09b38f3bc485cc46bc14d635d4d,81369602,5151.229339,0.00007833587212,EOA
0xeb1bec018d292c25c28425227587135189ba7ee9,83844336,5145.827061,0.00007825371849,EOA
0x5bb11e08c24d83d526ea1b6019c320ce30f97d51,77932250,5145.458218,0.00007824810941,EOA
0x87f13c2d3550f32f5eb4c3c3fea371d3c7046f20,84774216,5111.300096,0.00007772865937,EOA
0x4e46cd691b0a159fbe5e2d08a3951a324e2fb4c0,88508729,5092.831498,0.00007744780337,EOA
0x2775fb7e8ac8a3ab06c9bf324c5f2c568d3768df,91917558,5000.572496,0.00007604480052,EOA
0x4a5efa846e7375a40dcd596c7c6dadb28df28ae4,47590987,5000,0.00007603609445,EOA
0xc2a49d4bcd6f1eabdea459977a3e7308e33bb22e,49302497,5000,0.00007603609445,EOA
0xc85aac62debcb68b94a2eca550f650e069bcddd1,87604158,5000,0.00007603609445,EOA
0xdee45f774fa311199c5900e7c99a609e27edcd4e,100259782,5000,0.00007603609445,EOA
0x90c0bf8d71369d21f8addf0da33d21dcb0b1c384,102857282,4999.280125,0.00007602514716,EOA
0xfc4b2a62a06cb2e1c6a743e9ae327bb16977e4c1,101109986,4970.738896,0.00007559111444,EOA
0xf23e1befc889ac30991762ed44fbd8ebf260419b,43506408,4888.887401,0.00007434638083,EOA
0xed504b13a19d5104f6ff316396c792ed5428bd54,92013408,4858.901379,0.00007389037683,EOA
0x10e11e6443904faf15cdb944f3e99c321ccc6199,83525862,4851.869606,0.00007378344313,EOA
0x8bb4ffb2a5a7785b003a639e13544b5e9b196508,62332581,4833.975289,0.00007351132034,EOA
0xed25349bcaceed093763b89551dde12cb1a50a75,81621683,4741.819252,0.00007210988331,EOA
0xa51cc4578939370d3b680f145830b362585964d5,77874419,4654.021315,0.00007077472087,EOA
0x76b20a25373250d1229070d8876c45a675e61d89,99455028,4653.992527,0.00007077428308,EOA
0x0a2c837d4fde49e5f27517a1edf25e13b1ffa2a9,54958522,4652.781438,0.00007075586578,EOA
0x56e25f7082d893f3c2d4f98b81e0a4381bcdd77b,48644557,4647.552923,0.00007067635461,EOA
0x6278f579c3ae0c298aa1c63ff5101ff42bc8f101,87787917,4646.812574,0.00007066509596,EOA
0xa6fa0280fb7f57328372cca92d06ac504c9ff572,56733386,4623.095886,0.00007030443109,EOA
0x7cf7d9ab22d62486d9c79585acd4841817ae68bc,102888389,4595.68858,0.00006988764218,EOA
0xa8470d7e5052f64f87db7e5d40ca660cfe339531,86398178,4581.701077,0.00006967493117,EOA
0xa296838638646f5d411169ef6c308cc745c2c74a,83789711,4571.754065,0.00006952366478,EOA
0xafeddf47589d5c9c58754143c04dc5ccd9820909,85886046,4548.954993,0.0000691769543,EOA
0xa7f73316e620382ddbb7bce83459772ebcd00fa3,84847230,4531.38881,0.00006890982151,EOA
0x1beba25d86fce53c6bdb028d2bf71abdc9b6a9ce,57553084,4479.76809,0.00006812481392,EOA
0x322874863704d6c6927b58a0a8c72a69193ba637,82950685,4398.88451,0.00006689479963,EOA
0x1703e33e3c0b3f8cb0b614d8a623345c4053ceab,89925054,4381.203755,0.00006662592451,EOA
0x56e7d2a9d752bbc63b47215ea3608eb85a5968d7,99395467,4348.616715,0.00006613036626,EOA
0xc30bd79d8a637d301d676480902bddbfe08582f3,99710219,4336.673784,0.00006594874749,EOA
0xf590d85c60fa9aa932877073a93cce542bb247ce,107414253,4281.982838,0.0000651170503,EOA
0xb646e04fa4dbf9f69b5a8dbad9dd7c83e4033654,83829614,4263.2456,0.00006483210902,EOA
0x4ea6415289cf688f8a19381e1a9af213d2510454,100186141,4229.390342,0.00006431726471,EOA
0x1efe89c3c8bd55803e4295960b942a2b9bb91782,86633528,4226.625008,0.00006427521167,EOA
0x0a0ae914771ec0a5851049864ccc27b1baa8cd43,102833665,4218.870459,0.00006415728654,EOA
0xdf501d7d38624d7b069fb7c38348095c64dff767,95673797,4217.766659,0.00006414050081,EOA
0x27861e390d45715fb8c2498cb66800019cf2dbe5,41897278,4207.059845,0.00006397767995,EOA
0x60959ed8307ee2b0d04306f6b319aeee8864f1ee,88594219,4190.248734,0.00006372202971,EOA
0xdba26a609737440456a54c2eeb6feffc4399d986,54918546,4156.376723,0.00006320693062,EOA
0x36e272fa836115837b1dce51fbd8f273f7d839d3,27094476,4141.730581,0.00006298420353,EOA
0xb2fdb7b3773dfe1cc43cd15964acd2dcd210f8b2,46177350,4137.144112,0.00006291445609,EOA
0x7217a656bd5442ad6aa51014e19846f4eaf42fe4,77306720,4099.105772,0.00006233599873,EOA
0xce1f76ea807d282861ef802d06355c9a19bc82f5,43483811,4086.675835,0.00006214697395,EOA
0x9e5f08992e56cdc14e516e40879126175fb7b9b5,46338161,4070.950093,0.00006190782916,EOA
0xba8765802198e5c19f2ba8fe9b0da2b225927aaf,94982866,4032.059332,0.00006131640884,EOA
0xd8b2b7f42873f111348c835563e26865474337db,88400610,4018.562874,0.00006111116525,EOA
0xa3b11d1f06d71eaa9cd3d0142f08e7ace9b474ec,44327159,4007.661325,0.000060945383,EOA
0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c,103384230,4000.003353,0.00006082892655,EOA
0xb2ed0ed2dbea28b3ff3eee974f862ea17205c5e7,80452801,3984.267843,0.00006058963321,EOA
0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,27782850,3975.484745,0.00006045606671,EOA
0x6b13b36d7f0add9c96f9aebc884374d9e974ba6a,88443432,3923.055609,0.00005965876537,EOA
0x20d3d421e06e43d280e685067e329b780915a757,81415632,3885.212403,0.00005908327546,EOA
0xa66539b1b76d040c1a6632f8bd85d3da1dbfd35e,27814686,3876.078972,0.00005894438136,EOA
0x02491d37984764d39b99e4077649dcd349221a62,80615404,3787.796853,0.00005760185586,EOA
0xbb40888f5c2509eba0dce37dbb02d15f6d26e1fc,79625657,3782.920455,0.00005752769941,EOA
0x829ceb00fc74bd087b1e50d31ec628a90894cd52,77849612,3773.015604,0.00005737707417,EOA
0x2def61ac775df19ae12cf41909795aadb8a334c0,83122645,3757.39143,0.00005713947394,EOA
0x1680c3d528f4814bb3997b8ad4a2f361bd7020e7,95955665,3756.928019,0.00005713242675,EOA
0xabada1b4fb722c50c682fdbd9c6df0de74c061d1,26377687,3751.325209,0.00005704722359,EOA
0xac59f71c383de1ef94802676f72f1bae3d7d3029,37684316,3706.475073,0.00005636517775,EOA
0xfe8d5dea7987d101247243d5bbaf7804a1ff187a,102937214,3689.501839,0.00005610706206,EOA
0x6ca0d65fe5c8700a5cc7a2c3bfe801111a1ded1a,84491456,3661.804115,0.00005568585672,EOA
0x6a11bb3014df9d228037f62510940633215ca1b5,51198205,3658.455141,0.00005563492814,EOA
0x42fd445e08c89e264695e3687d3fd3547c75d6b2,84828558,3631.008792,0.00005521754549,EOA
0x21a0b6fd81ec697e326228df279f9add0d1b021a,78067371,3606.795603,0.00005484933022,EOA
0xe5c4f20d6e299a637a5c172d181c30ca5950b852,101474243,3603.385272,0.00005479746858,EOA
0xcf3ccafeaa0468e39b80b67b6e2b4ea3dcc8bef3,46724170,3553.637067,0.00005404093674,EOA
0x7626f002aabc4bbd96505ff9537db75c82dd07dc,91370094,3544.239925,0.00005389803234,EOA
0x00a67dc242df79dd7f6145ce38840581ae90c110,82565159,3502.657576,0.00005326568046,EOA
0xc258d51d09bbfb9d99365e95d16d197a78469128,85725603,3501.274303,0.00005324464472,EOA
0x604115c5e484fd8adfd79123817e48257c96a925,100796547,3473.23067,0.00005281817905,EOA
0x4530f3959ba3a9cd11020e34f985ca093bf5a54d,50969050,3453.905169,0.00005252429194,EOA
0x9e13e09c176abb6a8fbda9e0272c728d20f188af,49046223,3451.507548,0.00005248783078,EOA
0x28bc398d2fcab74212b766b15e26ebd986b5fffa,52165694,3379.374857,0.00005139089317,EOA
0x9b484838af17ee7f9852b1de53a356fa4e1cdfe9,28013291,3310.767558,0.00005034756695,EOA
0x70192b2f68ad1840dfb5ff051b80f730373e81b8,77878574,3267.012917,0.00004968218055,EOA
0x0339cef12a92ecfb9700d051400abfa6ee585c97,52335542,3254.835822,0.0000494970008,EOA
0xc85e968c6bb78fe5148804438ae9e5abd6895fd2,62078131,3244.226488,0.00004933566234,EOA
0x0d492c9bfd27778ee42270f7e5bbd9b73cf56c49,45820165,3241.121842,0.0000492884493,EOA
0x195b8b9598904b55e9770492bd697529492034a2,82421838,3239.888947,0.00004926970039,EOA
0xeb7989a7c04b70cea2bef6c2160ab7afca2a0d98,83959760,3239.704485,0.00004926689524,EOA
0x3d713067761725e6a237e5a0572aa47348eafe3d,100856241,3208.164196,0.00004878725516,EOA
0xfba9034ed1c0767bfaa5b51768e0c0576f94cfa0,79779821,3195.622425,0.0000485965297,EOA
0x3830f1290da3fdb91a337a1458aa34f60c49ffcc,94789457,3189.264284,0.00004849984007,EOA
0xb5e83ad7b19346587046e4d9c17c28abc2039f21,85137231,3187.561415,0.00004847394417,EOA
0x28c6e0a61925c5f36a095c8772e60d369e5aaca1,108199368,3178.175363,0.00004833120842,EOA
0xd917802e8927969a824ca5fbcdb635fab76ff8ac,78120291,3176.517139,0.00004830599144,EOA
0x56a356c378c5fa08dfd32ee4ca0dce93f328ba37,86133074,3175.83868,0.00004829567397,EOA
0xd08bd681db889b8bf3095cdaa863a05028a7c1e7,89384697,3175.621747,0.00004829237502,EOA
0xfec2de8d9e77214cd219cd03c0e722d82b4de541,78114859,3136.800982,0.00004770201915,EOA
0x97404c966418c0c91d23de5f1c159ed010f76914,83828619,3115.494523,0.00004737800717,EOA
0x7abfce9bf06c6caefdeb03b825c6f28cff55ae90,108458679,3085.84078,0.0000469270562,EOA
0x5dff1e7ade052b382bc3bbf627768808a962c334,84090452,3073.836059,0.00004674449778,EOA
0x28cf3c605216a841b1e3b77aad0c82d760ed7a00,89169595,3064.893095,0.00004660850018,EOA
0xe87a10d5b212d169ccbc9a50cf5e23dd3da27cb6,105963503,3037.42506,0.00004619078776,EOA
0xc9e61985359f49bebe66c6de28b841d6b90badac,51085549,3037.178675,0.00004618704093,EOA
0x47d6f96ba098816389db7c87cbf077de7181b853,84607788,3029.719713,0.00004607361085,EOA
0xb6a49b08f72f3ca662dee27c171658a576ca293b,18757329,3010.657172,0.00004578372263,EOA
0x7b0d3e6a5802b93839c0b0a774a44fb4c789f37b,30318039,3005.352667,0.00004570305586,EOA
0x06a49bad481e9b533f8d7abc1ed2c755b5c95e22,66797810,3000,0.00004562165667,EOA
0x3c90a3d43f3f5f2d876c02ac3032fa72bc067e50,48023272,3000,0.00004562165667,EOA
0x3dd46c99d08d62e0a5abb5f755656eafb0aa4e43,78048201,3000,0.00004562165667,EOA
0x58106b4475ba06994f95e230a68ccc957ee7896b,28653772,3000,0.00004562165667,EOA
0x49991a1e729652c62a328a5a47996f3dfeb3df40,80694486,2956.972844,0.00004496733329,EOA
0xfee0a5607c453f0ea32599ad0388eabd37a9c404,78643201,2913.225996,0.0000443020654,EOA
0xd4cb36e89074608e36cd138ea4bbdc8eff1cafaf,31650016,2896.121715,0.00004404195685,EOA
0xad0bced4330bf3632d3bdc6bba4b9d9d8b238236,21973430,2872.941609,0.00004368945191,EOA
0x7f4570bd5cd4ff76718719a5ac02c033ba432239,51580269,2868.206058,0.00004361743735,EOA
0x26e3ff43b7dc911a752f2e44378516ae575dd4c9,84591340,2852.297793,0.00004337551689,EOA
0x6d4ed8a1599dee2655d51b245f786293e03d58f7,78478424,2851.724087,0.00004336679241,EOA
0x5ce676b01adf27de6b7637b6dee71f01a109a198,77133043,2844.229092,0.00004325281438,EOA
0xf5b15c4649479e6811513a5c5ebbbddf3b108fb2,91516627,2831.257787,0.00004305555691,EOA
0x3c61a6857adb1f4ba6a0155b990bf7a7fa530390,93631864,2815.916103,0.00004282225256,EOA
0xb967058350d81a6904472d2fc8a359f7d76a755a,92553958,2808.535861,0.0000427100196,EOA
0x5e42df062159344da795b26ec5e10851b0208863,88094147,2800.050764,0.00004258098487,EOA
0x282ea59e790f6346a92c68011c3c517b764fc02e,46073482,2798.493051,0.00004255729639,EOA
0xc1c79c6378e5a72895c8ea15fc6dd59ffddc8dee,98049864,2797.498478,0.0000425421717,EOA
0x4d6afe95850212a15ff41038c3d836a81a11cd10,78339095,2793.211377,0.00004247697682,EOA
0xf73f2d2b55c499ab3e85ad0633433969a8745b96,35836972,2791.209086,0.00004244652755,EOA
0x0db56c99b8ad68f35f4b1772a4ffed3fb16204f6,46141043,2790.202221,0.00004243121592,EOA
0x91f33fdd813a86f70c0ce4b3d90e1a00f1d4c63c,35167520,2789.522325,0.0000424208766,EOA
0xd53a92ce35ee4bd1cc54966eec499b0018b408c3,81237732,2786.751173,0.00004237873508,EOA
0x432dcbda06e8b296ca29705572d7cb6315ed8bed,77440603,2780.519173,0.00004228396369,EOA
0x954c8952cfb768617141a2cbeb2b23faaf7b89cf,91005343,2779.14413,0.00004226305312,EOA
0x26a41424bf8285413f499cbc59afabbc0141d534,86217883,2777.528461,0.00004223848329,EOA
0x59985b6660c40a0d6fef4a0ca4c2efacd3ade0ac,38095858,2765.68825,0.0000420584266,EOA
0x4c28b7a52cf9b44b7f775a0660fb09c41694ee7b,88313920,2749.376071,0.00004181036373,EOA
0x8f346221bc7de074e01a91a56dfba2a88db5a524,86014950,2732.557373,0.0000415545981,EOA
0x375a9574078e20b442a281224b503ae960785d9c,95050252,2726.76106,0.0000414664523,EOA
0x3c0cdba6547d1d3f36f9b8ee47809b4b0790ec9e,84933942,2722.14209,0.00004139621061,EOA
0xfd75b173c860c1478c3ff39453a0c72fedce6c81,84662088,2709.834561,0.00004120904733,EOA
0x93c20947353996eb928af059c07546814a7f88c6,80561275,2687.108236,0.00004086344313,EOA
0xa7c6d9668d8b0f4483835479a0c00b13084daac2,77990322,2686.187292,0.00004084943813,EOA
0x39b185fcf2b7eff74cfd2a48be043f5b55c44bdc,82910868,2678.580955,0.0000407337669,EOA
0x4d26f0e78c154f8fda7acf6646246fa135507017,94151748,2670,0.00004060327444,EOA
0x57bf3b0f29e37619623994071c9e12091919675c,77306792,2667.681237,0.0000405680125,EOA
0x79277c435c41e9dcb99d54c4b9c4c78cc2b5c15a,91358085,2660.935588,0.00004046542994,EOA
0x0668fe058aee08633e00469cfab22c5efa58c3f2,77869160,2641.16769,0.00004016481518,EOA
0x483cd981361eb7ddebeb249e8faebe22ad638c6b,82181485,2638.34908,0.00004012195197,EOA
0x15b3392708755a9f7aac3b33b401d7efa3d52f38,46853814,2633.327625,0.00004004558961,EOA
0x8ada3d85342c3d17c768992a56d39aa733b5b38c,95904589,2606.620561,0.00003963944943,EOA
0x50db7efacf9c48ca1da8c1250505f3c0d5f34515,51801249,2602.096457,0.00003957065039,EOA
0x216dd8ac9574c8891cbfa83808e1cdfe6cc61c2e,54241092,2595.992343,0.00003947782381,EOA
0xe7b4d4b35a0f2045c6e77bfdd94b99fb0be961b0,85866382,2590.918213,0.0000394006604,EOA
0x912b37e4ad159882f60de59b27882c5daf3d7e5b,35928281,2575.648927,0.00003916845702,EOA
0x136200e3728ffdc1688e9df19f0b6878422c0fbf,87019309,2566.228535,0.00003902519905,EOA
0x2f10ff6ab2e9af48d28d6ff505296abd680951c3,96614302,2551.828657,0.00003880621695,EOA
0x4f918c5888d57505e32bd4e3046e4bbd4f44c708,83175174,2537.900231,0.00003859440434,EOA
0xf7b18e107eb36797f4ce36de756630b9c30969ad,77607758,2532.797186,0.00003851680122,EOA
0x78d6d4c7adaeaafb0e3ad642012cb1cc49ad18e0,84831364,2524.884032,0.00003839646415,EOA
0x429158359acc2662f60b582e851b51479cfa11e1,87410236,2505.495116,0.00003810161267,EOA
0x160a246f571c42eb55a947e620335b83bbe27473,80763371,2500,0.00003801804723,EOA
0x717f4308208827bc51982df8f8fb28e49cd6d540,84836627,2500,0.00003801804723,EOA
0x93d87d3488b2774dba828a53af99b083587bcedf,54418149,2500,0.00003801804723,EOA
0xb82adf9206ffa17b5be784d94a8ac76606691c56,33877909,2497.118969,0.00003797423475,EOA
0x6b4da860944bc7c32c1cbca0552bf03d95c02e81,25935505,2482.827168,0.00003775689621,EOA
0x40ff919912ad1e571de709a147aa124ae7017fdd,47053538,2458.338224,0.00003738448749,EOA
0xfd5b28aa06947b870f158e21c97fe42e262391d0,88752072,2450.134835,0.00003725973675,EOA
0x05efc12df01a04a1e92d817d4bf5447178cb5f2f,30049394,2443.490009,0.00003715868743,EOA
0xf5967500b53452c7c594eb78ae45de671bd55d0f,82481180,2403.98393,0.00003655790984,EOA
0x4fa2eb2a8ef0dd308d03ff0fb5aab60dc2fa48fb,99171349,2390.101168,0.00003634679164,EOA
0x52c635f0c85f2b40f8206a5afca7ec7091b945b9,84865805,2355.76416,0.00003582462124,EOA
0x272aa3401c119726672b2ae08d1599956afa7b63,87947016,2351.858896,0.00003576523303,EOA
0x53f1dc04587af2f5f36e0d4b49c9ab547804c479,96904197,2344.176215,0.00003564840083,EOA
0xd85a3ebca84eca2f27c8f273aa6d33292b992e9a,43861706,2341.07569,0.00003560125045,EOA
0x2fd5bab60d79951e12074a390147c00a361c43ab,75695465,2335.851082,0.0000355217987,EOA
0x9f124b8892aafda2eb3008a7442d1653ee0b39c2,101865163,2335.498794,0.00003551644139,EOA
0xbcf8c5f6ed6c679e6a5a858f807f0c15535fb16d,79091797,2328.119772,0.00003540422698,EOA
0xa4444cec5450dd48adf8f82ea91eef32733e0324,49105622,2323.820204,0.00003533884251,EOA
0x1b347bbf54af05b5252b3f7e600fa7b00c18038c,91554852,2316.41405,0.0000352262155,EOA
0x255023cf86b6a0c3371dd7d26fe8060a7d67c8d0,83377239,2300,0.00003497660345,EOA
0xa5f69f96d35cfd21f57859935b58d8804e582ff7,38084811,2300,0.00003497660345,EOA
0x1b3e6f7c64c59729ff23d27857c44044627ec82e,81424850,2287.365751,0.00003478447166,EOA
0xae5499976ffd3e58be47bdd51c787a5201d957f4,108091293,2277.257642,0.00003463075543,EOA
0xc61b244fa2b83efe9ef91da7390ca5fc1cbb35b1,84781940,2269.402775,0.00003451130475,EOA
0x4f35b7aa963f5b0bb2a5a65aece060a740b6ae4b,24891579,2256.273872,0.00003431165064,EOA
0xe56446c8ffe73cc9781dc35bce64c9bcbea3373d,100639285,2247.481455,0.00003417794245,EOA
0xc555347d2b369b074be94fe6f7ae9ab43966b884,86739534,2245.667735,0.00003415036081,EOA
0x6d8e8da575f803deec0288aa99b645662b0591f4,82164240,2245.296045,0.00003414470843,EOA
0x2112675175dd1bdc5b52d5e5299ce2070a3ef90a,102353266,2237.305566,0.00003402319546,EOA
0xbdee104f077fc445b066c2378559d801fac58a0f,52754143,2229.541707,0.00003390512876,EOA
0x23f3e6f1e807d193b6dbacabb08f3453e3a52a6d,91125383,2227.860927,0.00003387956878,EOA
0x3c6dfb5d608c4849d289d81d8bfccbd48d86d0a8,88481460,2213.627269,0.00003366311442,EOA
0x5d1132bfc763574145ec0eaa2d6152681e2fc845,31494545,2203.203885,0.00003350460374,EOA
0x5929cc4d10b6a1acc5bf5d221889f10251c628a1,98276343,2201.67472,0.0000334813494,EOA
0xd2c0884ae6950bf8cac1b91eb181449a087f58e1,98212237,2190.879093,0.00003331717793,EOA
0x3d484db8bb7cc371b70f2f9472bda9faf414d39a,53422896,2177.092195,0.00003310751756,EOA
0x9b45fd2c90b72f97d3ab3d015c2a4181d5e32d96,77080598,2174.389284,0.00003306641379,EOA
0x90911bbf405c4e131a4d7475aa8e991f925e0185,94683745,2172.253665,0.00003303393697,EOA
0x9224bbb4e0fbe2f2f8fab55debc41eb21fdfb804,106213494,2168.290384,0.00003297366649,EOA
0xe1f987cb66d8f0da79cb0fe245500200bbfba51e,107105362,2166.81784,0.00003295127319,EOA
0xf088b678310ba27a552cc64ff95126f485522a5f,66270824,2158.358731,0.00003282263367,EOA
0x8fc4faa9dd274dc801ca629234e83183031634ec,99116770,2151.420228,0.00003271711833,EOA
0xce56d6b89aba96c43e8fbf02c3bf34a751952c19,38817777,2146.6999,0.00003264533527,EOA
0xc13aa1d5fa211d04b7dd87ae2f780151d47022cd,85002647,2141.69639,0.00003256924579,EOA
0x59fb62bc94ef3592949898c948c199abc3990ac6,62362326,2130.932618,0.00003240555877,EOA
0x43aa3766c89437b017406f4ded420a8d72e1f5e5,68474595,2112.034654,0.00003211817328,EOA
0x4003966c905e0239f71475f637f56d18c220d3b8,64426621,2110.175645,0.00003208990293,EOA
0x64982baddae961858c1f1a1e48aef31deab66275,68359976,2103.590005,0.00003198975366,EOA
0x4186c746d04cb987b795822d50ba6713851d1d2d,33094622,2096.235132,0.00003187790649,EOA
0xfb737e8e3d9fa74d7e844bbe5860e7fbce11a987,82128385,2093.369364,0.00003183432614,EOA
0x3499604cf488845d9c6d327c7af2c93ba770b3c0,82847484,2090.302872,0.00003178769332,EOA
